"","quad","year","track_id","basalArea_genet","logsize_t0","logsize_t1","survives","size_t1"
"163","e1q5-1",68,"SPOASP_43_1",21.2856171553654,3.05803159370898,NA,0,NA
"164","e1q5-1",43,"SPOASP_43_2",0.710576412831994,-0.341678789258822,2.45748196152495,1,11.6753754503365
"165","e1q5-1",45,"SPOASP_43_2",11.6753754503365,2.45748196152495,2.69936288764466,1,14.8702546832375
"166","e1q5-1",46,"SPOASP_43_2",14.8702546832375,2.69936288764466,3.60528372004919,1,36.7921210389464
"167","e1q5-1",47,"SPOASP_43_2",36.7921210389464,3.60528372004919,4.084818890729,1,59.431173240037
"168","e1q5-1",48,"SPOASP_43_2",59.431173240037,4.084818890729,NA,0,NA
"169","e1q5-1",43,"SPOASP_43_3",0.710581750952006,-0.341671276907069,NA,0,NA
"170","e1q5-1",43,"SPOASP_43_4",0.710582217864997,-0.341670619821748,NA,0,NA
"171","e1q5-1",43,"SPOASP_43_5",5.9262660011786,1.77939433528178,3.22844906950788,1,25.2404803680831
"172","e1q5-1",44,"SPOASP_43_5",25.2404803680831,3.22844906950788,2.3862438550695,1,10.8725781689878
"173","e1q5-1",45,"SPOASP_43_5",10.8725781689878,2.3862438550695,3.10817072820152,1,22.3800677067135
"174","e1q5-1",46,"SPOASP_43_5",22.3800677067135,3.10817072820152,3.60154453504035,1,36.6548053758385
"175","e1q5-1",47,"SPOASP_43_5",36.6548053758385,3.60154453504035,NA,0,NA
"176","e1q5-1",43,"SPOASP_43_6",0.710577681311996,-0.34167700411813,2.03782810169963,1,7.67392410355503
"177","e1q5-1",44,"SPOASP_43_6",7.67392410355503,2.03782810169963,3.19230805423639,1,24.344551194366
"178","e1q5-1",45,"SPOASP_43_6",24.344551194366,3.19230805423639,3.09296591807498,1,22.0423569467539
"179","e1q5-1",46,"SPOASP_43_6",22.0423569467539,3.09296591807498,4.07027855189259,1,58.5732760166087
"180","e1q5-1",47,"SPOASP_43_6",58.5732760166087,4.07027855189259,3.39807593972016,1,29.9065027407885
"181","e1q5-1",48,"SPOASP_43_6",29.9065027407885,3.39807593972016,3.73059572244314,1,41.7039447412915
"182","e1q5-1",49,"SPOASP_43_6",41.7039447412915,3.73059572244314,3.54197601994883,1,34.535093845809
"183","e1q5-1",50,"SPOASP_43_6",34.535093845809,3.54197601994883,3.69098598639836,1,40.084350103293
"184","e1q5-1",51,"SPOASP_43_6",40.084350103293,3.69098598639836,4.28026093172623,1,72.2592922895122
"185","e1q5-1",52,"SPOASP_43_6",72.2592922895122,4.28026093172623,4.67763682358112,1,107.515693566855
"186","e1q5-1",53,"SPOASP_43_6",107.515693566855,4.67763682358112,4.20809015807412,1,67.2280222296006
"187","e1q5-1",54,"SPOASP_43_6",67.2280222296006,4.20809015807412,5.10944895738603,1,165.579088596437
"188","e1q5-1",55,"SPOASP_43_6",165.579088596437,5.10944895738603,4.36472170665256,1,78.627515382298
"189","e1q5-1",56,"SPOASP_43_6",78.627515382298,4.36472170665256,5.19164700966019,1,179.764382922765
"190","e1q5-1",57,"SPOASP_43_6",179.764382922765,5.19164700966019,4.30002487335288,1,73.7016268833705
"191","e1q5-1",58,"SPOASP_43_6",73.7016268833705,4.30002487335288,4.56153665562331,1,95.7304716308068
"192","e1q5-1",59,"SPOASP_43_6",95.7304716308068,4.56153665562331,NA,0,NA
"193","e1q5-1",43,"SPOASP_43_7",0.7105836221136,-0.341668643629296,1.93410872668362,1,6.91787558897338
"194","e1q5-1",45,"SPOASP_43_7",6.91787558897338,1.93410872668362,2.77579436175023,1,16.0513725290792
"195","e1q5-1",46,"SPOASP_43_7",16.0513725290792,2.77579436175023,3.48087788802285,1,32.4882305889093
"196","e1q5-1",47,"SPOASP_43_7",32.4882305889093,3.48087788802285,2.76523196784751,1,15.8827238445923
"197","e1q5-1",49,"SPOASP_43_7",15.8827238445923,2.76523196784751,2.37594047171916,1,10.761128965987
"198","e1q5-1",50,"SPOASP_43_7",10.761128965987,2.37594047171916,1.86214723188868,1,6.4375448431299
"199","e1q5-1",51,"SPOASP_43_7",6.4375448431299,1.86214723188868,2.2635278606667,1,9.61695667490055
"200","e1q5-1",52,"SPOASP_43_7",9.61695667490055,2.2635278606667,2.62214416561183,1,13.7652068484467
"201","e1q5-1",54,"SPOASP_43_7",13.7652068484467,2.62214416561183,1.93729985472131,1,6.9399866766188
"202","e1q5-1",55,"SPOASP_43_7",6.9399866766188,1.93729985472131,NA,0,NA
"203","e1q5-1",43,"SPOASP_43_8",7.93277567112766,2.07100299598327,3.85794040609692,1,47.3676926237663
"204","e1q5-1",45,"SPOASP_43_8",47.3676926237663,3.85794040609692,3.42762216118861,1,30.8033102911169
"205","e1q5-1",46,"SPOASP_43_8",30.8033102911169,3.42762216118861,3.43612716311087,1,31.0664097491121
"206","e1q5-1",47,"SPOASP_43_8",31.0664097491121,3.43612716311087,2.7392653023275,1,15.4756110231998
"207","e1q5-1",48,"SPOASP_43_8",15.4756110231998,2.7392653023275,2.84226458929318,1,17.1545696376177
"208","e1q5-1",49,"SPOASP_43_8",17.1545696376177,2.84226458929318,NA,0,NA
"209","e1q5-1",44,"SPOASP_44_1",33.1210785231343,3.50016989309116,NA,0,NA
"210","e1q5-1",44,"SPOASP_44_2",16.3328307689405,2.79317723972059,3.23612247281577,1,25.434905751826
"211","e1q5-1",45,"SPOASP_44_2",25.434905751826,3.23612247281577,3.59306667553091,1,36.3453646364694
"212","e1q5-1",46,"SPOASP_44_2",36.3453646364694,3.59306667553091,4.39212533487251,1,80.8119891325009
"213","e1q5-1",47,"SPOASP_44_2",80.8119891325009,4.39212533487251,5.07786283136328,1,160.430821564181
"214","e1q5-1",49,"SPOASP_44_2",160.430821564181,5.07786283136328,5.03652643553446,1,153.934384283224
"215","e1q5-1",50,"SPOASP_44_2",153.934384283224,5.03652643553446,4.3751524500304,1,79.4519510813939
"216","e1q5-1",51,"SPOASP_44_2",79.4519510813939,4.3751524500304,4.45608665019135,1,86.1497146042529
"217","e1q5-1",52,"SPOASP_44_2",86.1497146042529,4.45608665019135,5.15525878460202,1,173.340658848533
"218","e1q5-1",53,"SPOASP_44_2",173.340658848533,5.15525878460202,5.09534869409914,1,163.260762764898
"219","e1q5-1",54,"SPOASP_44_2",163.260762764898,5.09534869409914,4.59142748169279,1,98.6351295568576
"220","e1q5-1",55,"SPOASP_44_2",98.6351295568576,4.59142748169279,3.46473221924504,1,31.9678982389499
"221","e1q5-1",56,"SPOASP_44_2",31.9678982389499,3.46473221924504,3.14026173380114,1,23.1099147130455
